Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
KSRTC (Kerala) - 588,Super Express Non AC Seater Air Bus (2+2),18:45,00:00,05h 15m,INR 293,2 Seats available,"1.8
17",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 699,Super Fast Non AC Seater (2+3),18:59,00:45,05h 46m,INR 255,41 Seats available,"3.6
2",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 2367,Low Floor AC Seater 2+2,19:14,00:30,05h 16m,INR 383,7 Seats available,"2.0
9",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 1703,Super Fast Non AC Seater (2+3),19:41,01:25,05h 44m,INR 255,30 Seats available,2.8,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 486,Super Express Non AC Seater Air Bus (2+2),20:05,00:30,04h 25m,INR 309,3 Seats available,"1.0
8",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 136,Swift Deluxe Non AC Air Bus (2+2),20:30,04:10,07h 40m,INR 568,15 Seats available,"3.3
28",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
KSRTC (Kerala) - 101,Swift Deluxe Non AC Air Bus (2+2),21:15,05:10,07h 55m,INR 548,28 Seats available,"4.1
95",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
KSRTC (Kerala) - 98,Swift Deluxe Non AC Air Bus (2+2),21:55,05:50,07h 55m,INR 579,21 Seats available,"4.2
53",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
KSRTC (Kerala) - 1767,Super Express Non AC Seater Air Bus (2+2),23:10,07:05,07h 55m,INR 568,20 Seats available,"3.9
56",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
KSRTC (Kerala) - 708,Super Fast Non AC Seater (2+3),16:01,22:25,06h 24m,INR 285,3 Seats available,"3.7
6",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 898,Super Fast Non AC Seater (2+3),16:30,22:15,05h 45m,INR 273,4 Seats available,"3.8
17",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 323,Super Fast Non AC Seater (2+3),17:25,03:55,10h 30m,INR 515,4 Seats available,"3.1
7",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1862,Low Floor AC Seater 2+2,17:30,03:45,10h 15m,INR 723,2 Seats available,"2.3
4",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 2984,Super Fast Non AC Seater (2+3),19:20,06:10,10h 50m,INR 502,30 Seats available,"1.7
2",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1193,Super Fast Non AC Seater (2+3),15:45,21:35,05h 50m,INR 285,36 Seats available,"4.4
15",https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 1378,AC MULTI AXLE,16:20,21:25,05h 05m,INR 494,1 Seat available,"5.0
1",https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 712,Super Fast Non AC Seater (2+3),16:45,22:30,05h 45m,INR 285,37 Seats available,"3.6
10",https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),16:00,22:35,06h 35m,INR 475,16 Seats available,"4.3
10",https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 380,Swift Deluxe Non AC Air Bus (2+2),16:15,22:50,06h 35m,INR 475,15 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 553,Super Express Non AC Seater Air Bus (2+2),16:45,00:10,07h 25m,INR 548,5 Seats available,"4.4
3",https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 486,Super Express Non AC Seater Air Bus (2+2),15:45,00:30,08h 45m,INR 586,3 Seats available,"3.2
7",https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 1882,Low Floor AC Seater 2+2,16:00,02:30,10h 30m,INR 742,3 Seats available,"2.9
3",https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 1377,AC MULTI AXLE,16:01,02:20,10h 19m,INR 1376,2 Seats available,"1.7
3",https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 720,Super Fast Non AC Seater (2+3),15:40,19:35,03h 55m,INR 181,35 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 689,Super Fast Non AC Seater (2+3),16:15,19:50,03h 35m,INR 181,47 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 1883,Low Floor AC Seater 2+2,16:30,19:50,03h 20m,INR 253,1 Seat available,"3.7
5",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 726,Super Fast Non AC Seater (2+3),17:00,00:05,07h 05m,INR 332,43 Seats available,"1.6
4",https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
KSRTC (Kerala) - 1862,Low Floor AC Seater 2+2,17:30,00:25,06h 55m,INR 475,2 Seats available,"2.1
7",https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
KSRTC (Kerala) - 2984,,19:20,02:20,07h 00m,INR 332,30 Seats available,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
KSRTC (Kerala) - 1902,Super Fast Non AC Seater (2+3),15:45,23:00,07h 15m,INR 332,32 Seats available,"3.7
6",https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
KSRTC (Kerala) - 757,Super Fast Non AC Seater (2+3),16:05,23:20,07h 15m,INR 332,24 Seats available,3.4,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
KSRTC (Kerala) - 1877,Low Floor AC Seater 2+2,16:30,23:20,06h 50m,INR 475,2 Seats available,"2.7
3",https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
