Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
APSRTC - 6005,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50,23:30,06h 40m,INR 439,8 Seats available,"3.3
38",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
APSRTC - 5975,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,04:36,08h 36m,INR 590,1 Seat available,"2.5
5",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 45901,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:20,07h 20m,INR 555,1 Seat available,"4.3
51",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 5725,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,04:45,07h 25m,INR 555,2 Seats available,"4.1
20",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 50144,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,23:00,06h 30m,INR 439,16 Seats available,"2.5
24",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 6018,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,00:15,07h 00m,INR 439,16 Seats available,"4.1
6",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 6010,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,02:30,06h 30m,INR 439,6 Seats available,"2.9
23",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 47236,Express(Non AC Seater),16:15,21:00,04h 45m,INR 200,1 Seat available,"4.6
31",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9003,Express(Non AC Seater),20:00,00:25,04h 25m,INR 186,8 Seats available,"4.5
39",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9041,Express(Non AC Seater),21:00,01:25,04h 25m,INR 220,6 Seats available,"4.2
31",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9061,Express(Non AC Seater),21:45,01:10,03h 25m,INR 170,3 Seats available,"4.1
37",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 24278,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:55,18:30,03h 35m,INR 281,24 Seats available,"3.6
22",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2529,INDRA(A.C. Seater),15:00,18:45,03h 45m,INR 340,3 Seats available,"4.0
70",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2541,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:45,20:00,04h 15m,INR 281,30 Seats available,"4.2
23",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2819,INDRA(A.C. Seater),14:30,17:30,03h 00m,INR 340,3 Seats available,"3.4
105",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 2669,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,18:00,03h 00m,INR 281,14 Seats available,"3.0
39",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 2532,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:10,19:45,04h 35m,INR 281,34 Seats available,"2.3
3",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 50194,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:50,21:00,06h 10m,INR 656,25 Seats available,"4.0
107",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
APSRTC - 50013,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:50,22:30,06h 40m,INR 439,31 Seats available,"3.6
46",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
APSRTC - 6005,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50,23:30,06h 40m,INR 439,8 Seats available,"3.3
38",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
APSRTC - 5975,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,04:36,08h 36m,INR 590,1 Seat available,"2.5
5",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 45901,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:20,07h 20m,INR 555,1 Seat available,"4.3
51",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 5725,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,04:45,07h 25m,INR 555,2 Seats available,"4.1
20",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 47236,Express(Non AC Seater),16:15,21:00,04h 45m,INR 200,1 Seat available,"4.6
31",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9003,Express(Non AC Seater),20:00,00:25,04h 25m,INR 186,8 Seats available,"4.5
39",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9041,Express(Non AC Seater),21:00,01:25,04h 25m,INR 220,6 Seats available,"4.2
31",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9061,Express(Non AC Seater),21:45,01:10,03h 25m,INR 170,3 Seats available,"4.1
37",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 24278,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:55,18:30,03h 35m,INR 281,24 Seats available,"3.6
22",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2529,INDRA(A.C. Seater),15:00,18:45,03h 45m,INR 340,3 Seats available,"4.0
70",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2541,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:45,20:00,04h 15m,INR 281,30 Seats available,"4.2
23",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
